"","Year","Sector","region","SAUP","Gear","FGroup","NomActive","Phase"
"65",1842,"Industrial","Prydz.Bay",710,"Gillnets","demersal<30cm",2.74159077100228e-18,"transition"
"66",1842,"Industrial","Prydz.Bay",710,"Gillnets","rays<90cm",5.86592465895984e-20,"transition"
"67",1842,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","demersal<30cm",1.05483154182403e-16,"transition"
"68",1842,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","rays<90cm",1.54673738092554e-18,"transition"
"69",1842,"Industrial","Prydz.Bay",710,"Lines_Longlines","demersal<30cm",8.12104452994171e-18,"transition"
"70",1842,"Industrial","Prydz.Bay",710,"Lines_Longlines","rays<90cm",1.28491527148287e-19,"transition"
"71",1842,"Industrial","Prydz.Bay",710,"Pots_and_Traps","demersal<30cm",1.33364092728272e-17,"transition"
"72",1842,"Industrial","Prydz.Bay",710,"Pots_and_Traps","rays<90cm",1.96460037754836e-19,"transition"
"73",1842,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","demersal<30cm",1.66336197401567e-18,"transition"
"74",1842,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","rays<90cm",2.57328409874902e-20,"transition"
"75",1842,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","demersal<30cm",8.74042887195036e-17,"transition"
"76",1842,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","rays<90cm",1.26816939753236e-18,"transition"
"77",1843,"Industrial","Prydz.Bay",36,"Dredges","demersal<30cm",2.94435397050931e-23,"transition"
"78",1843,"Industrial","Prydz.Bay",36,"Gillnets","demersal<30cm",9.24744514699264e-23,"transition"
"79",1843,"Industrial","Prydz.Bay",36,"Lines_Handlines_and_poles","demersal<30cm",9.06832199609715e-22,"transition"
"80",1843,"Industrial","Prydz.Bay",36,"Lines_Longlines","demersal<30cm",2.80883961842725e-22,"transition"
"81",1843,"Industrial","Prydz.Bay",36,"Lines_Unspecified","demersal<30cm",3.44785395317736e-22,"transition"
"82",1843,"Industrial","Prydz.Bay",36,"Others_Multiple_Gears","demersal<30cm",5.31137363392207e-22,"transition"
"83",1843,"Industrial","Prydz.Bay",36,"Others_Others","demersal<30cm",1.15110998823777e-22,"transition"
"84",1843,"Industrial","Prydz.Bay",36,"Others_Support","demersal<30cm",6.20135511439889e-22,"transition"
"85",1843,"Industrial","Prydz.Bay",36,"Others_Unknown","demersal<30cm",7.16974555120579e-24,"transition"
"86",1843,"Industrial","Prydz.Bay",36,"Pots_and_Traps","demersal<30cm",1.90943728794242e-22,"transition"
"87",1843,"Industrial","Prydz.Bay",36,"Seine_Danish_and_Other","demersal<30cm",8.70831070961748e-23,"transition"
"88",1843,"Industrial","Prydz.Bay",36,"Seine_Purse_Seine","demersal<30cm",1.25144904214611e-22,"transition"
"89",1843,"Industrial","Prydz.Bay",36,"Trawl_Bottom","demersal<30cm",3.50640845997447e-23,"transition"
"90",1843,"Industrial","Prydz.Bay",36,"Trawl_Midwater_or_Unsp","demersal<30cm",1.28711866628982e-21,"transition"
"91",1843,"Industrial","Prydz.Bay",124,"Dredges","demersal<30cm",2.34493390851324e-21,"transition"
"92",1843,"Industrial","Prydz.Bay",124,"Gillnets","demersal<30cm",1.37195320894406e-22,"transition"
"93",1843,"Industrial","Prydz.Bay",124,"Lines_Handlines_and_poles","demersal<30cm",9.47907496416161e-21,"transition"
"94",1843,"Industrial","Prydz.Bay",124,"Lines_Longlines","demersal<30cm",4.90753080886383e-21,"transition"
"95",1843,"Industrial","Prydz.Bay",124,"Others_Support","demersal<30cm",4.04698679810785e-20,"transition"
"96",1843,"Industrial","Prydz.Bay",124,"Others_Unknown","demersal<30cm",2.54668403286039e-21,"transition"
"97",1843,"Industrial","Prydz.Bay",124,"Pots_and_Traps","demersal<30cm",6.59085662475431e-22,"transition"
"98",1843,"Industrial","Prydz.Bay",124,"Seine_Danish_and_Other","demersal<30cm",2.22976572679069e-22,"transition"
"99",1843,"Industrial","Prydz.Bay",124,"Seine_Purse_Seine","demersal<30cm",1.21926835637039e-22,"transition"
"100",1843,"Industrial","Prydz.Bay",124,"Trawl_Bottom","demersal<30cm",3.27947180873413e-22,"transition"
"101",1843,"Industrial","Prydz.Bay",124,"Trawl_Midwater_or_Unsp","demersal<30cm",1.79820612926159e-22,"transition"
"102",1843,"Industrial","Prydz.Bay",638,"Others_Others","demersal<30cm",4.45467286104354e-21,"transition"
"103",1843,"Industrial","Prydz.Bay",710,"Gillnets","demersal<30cm",2.74159077100228e-18,"transition"
"104",1843,"Industrial","Prydz.Bay",710,"Gillnets","rays<90cm",5.86592465895984e-20,"transition"
"105",1843,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","demersal<30cm",1.05483154182403e-16,"transition"
"106",1843,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","rays<90cm",1.54673738092554e-18,"transition"
"107",1843,"Industrial","Prydz.Bay",710,"Lines_Longlines","demersal<30cm",8.12104452994171e-18,"transition"
"108",1843,"Industrial","Prydz.Bay",710,"Lines_Longlines","rays<90cm",1.28491527148287e-19,"transition"
"109",1843,"Industrial","Prydz.Bay",710,"Pots_and_Traps","demersal<30cm",1.33364092728272e-17,"transition"
"110",1843,"Industrial","Prydz.Bay",710,"Pots_and_Traps","rays<90cm",1.96460037754836e-19,"transition"
"111",1843,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","demersal<30cm",1.66336197401567e-18,"transition"
"112",1843,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","rays<90cm",2.57328409874902e-20,"transition"
"113",1843,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","demersal<30cm",8.74042887195036e-17,"transition"
"114",1843,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","rays<90cm",1.26816939753236e-18,"transition"
"115",1844,"Industrial","Prydz.Bay",36,"Dredges","demersal<30cm",2.94435397050931e-23,"transition"
"116",1844,"Industrial","Prydz.Bay",36,"Gillnets","demersal<30cm",9.24744514699264e-23,"transition"
"117",1844,"Industrial","Prydz.Bay",36,"Lines_Handlines_and_poles","demersal<30cm",9.06832199609715e-22,"transition"
"118",1844,"Industrial","Prydz.Bay",36,"Lines_Longlines","demersal<30cm",2.80883961842725e-22,"transition"
"119",1844,"Industrial","Prydz.Bay",36,"Lines_Unspecified","demersal<30cm",3.44785395317736e-22,"transition"
"120",1844,"Industrial","Prydz.Bay",36,"Others_Multiple_Gears","demersal<30cm",5.31137363392207e-22,"transition"
"121",1844,"Industrial","Prydz.Bay",36,"Others_Others","demersal<30cm",1.15110998823777e-22,"transition"
"122",1844,"Industrial","Prydz.Bay",36,"Others_Support","demersal<30cm",6.20135511439889e-22,"transition"
"123",1844,"Industrial","Prydz.Bay",36,"Others_Unknown","demersal<30cm",7.16974555120579e-24,"transition"
"124",1844,"Industrial","Prydz.Bay",36,"Pots_and_Traps","demersal<30cm",1.90943728794242e-22,"transition"
"125",1844,"Industrial","Prydz.Bay",36,"Seine_Danish_and_Other","demersal<30cm",8.70831070961748e-23,"transition"
"126",1844,"Industrial","Prydz.Bay",36,"Seine_Purse_Seine","demersal<30cm",1.25144904214611e-22,"transition"
"127",1844,"Industrial","Prydz.Bay",36,"Trawl_Bottom","demersal<30cm",3.50640845997447e-23,"transition"
"128",1844,"Industrial","Prydz.Bay",36,"Trawl_Midwater_or_Unsp","demersal<30cm",1.28711866628982e-21,"transition"
"129",1844,"Industrial","Prydz.Bay",124,"Dredges","demersal<30cm",2.34493390851324e-21,"transition"
"130",1844,"Industrial","Prydz.Bay",124,"Gillnets","demersal<30cm",1.37195320894406e-22,"transition"
"131",1844,"Industrial","Prydz.Bay",124,"Lines_Handlines_and_poles","demersal<30cm",9.47907496416161e-21,"transition"
"132",1844,"Industrial","Prydz.Bay",124,"Lines_Longlines","demersal<30cm",4.90753080886383e-21,"transition"
"133",1844,"Industrial","Prydz.Bay",124,"Others_Support","demersal<30cm",4.04698679810785e-20,"transition"
"134",1844,"Industrial","Prydz.Bay",124,"Others_Unknown","demersal<30cm",2.54668403286039e-21,"transition"
"135",1844,"Industrial","Prydz.Bay",124,"Pots_and_Traps","demersal<30cm",6.59085662475431e-22,"transition"
"136",1844,"Industrial","Prydz.Bay",124,"Seine_Danish_and_Other","demersal<30cm",2.22976572679069e-22,"transition"
"137",1844,"Industrial","Prydz.Bay",124,"Seine_Purse_Seine","demersal<30cm",1.21926835637039e-22,"transition"
"138",1844,"Industrial","Prydz.Bay",124,"Trawl_Bottom","demersal<30cm",3.27947180873413e-22,"transition"
"139",1844,"Industrial","Prydz.Bay",124,"Trawl_Midwater_or_Unsp","demersal<30cm",1.79820612926159e-22,"transition"
"140",1844,"Industrial","Prydz.Bay",638,"Others_Others","demersal<30cm",4.45467286104354e-21,"transition"
"141",1844,"Industrial","Prydz.Bay",710,"Gillnets","demersal<30cm",2.74159077100228e-18,"transition"
"142",1844,"Industrial","Prydz.Bay",710,"Gillnets","rays<90cm",5.86592465895984e-20,"transition"
"143",1844,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","demersal<30cm",1.05483154182403e-16,"transition"
"144",1844,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","rays<90cm",1.54673738092554e-18,"transition"
"145",1844,"Industrial","Prydz.Bay",710,"Lines_Longlines","demersal<30cm",8.12104452994171e-18,"transition"
"146",1844,"Industrial","Prydz.Bay",710,"Lines_Longlines","rays<90cm",1.28491527148287e-19,"transition"
"147",1844,"Industrial","Prydz.Bay",710,"Pots_and_Traps","demersal<30cm",1.33364092728272e-17,"transition"
"148",1844,"Industrial","Prydz.Bay",710,"Pots_and_Traps","rays<90cm",1.96460037754836e-19,"transition"
"149",1844,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","demersal<30cm",1.66336197401567e-18,"transition"
"150",1844,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","rays<90cm",2.57328409874902e-20,"transition"
"151",1844,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","demersal<30cm",8.74042887195036e-17,"transition"
"152",1844,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","rays<90cm",1.26816939753236e-18,"transition"
"153",1845,"Industrial","Prydz.Bay",36,"Dredges","demersal<30cm",2.94435397050931e-23,"transition"
"154",1845,"Industrial","Prydz.Bay",36,"Gillnets","demersal<30cm",9.24744514699264e-23,"transition"
"155",1845,"Industrial","Prydz.Bay",36,"Lines_Handlines_and_poles","demersal<30cm",9.06832199609715e-22,"transition"
"156",1845,"Industrial","Prydz.Bay",36,"Lines_Longlines","demersal<30cm",2.80883961842725e-22,"transition"
"157",1845,"Industrial","Prydz.Bay",36,"Lines_Unspecified","demersal<30cm",3.44785395317736e-22,"transition"
"158",1845,"Industrial","Prydz.Bay",36,"Others_Multiple_Gears","demersal<30cm",5.31137363392207e-22,"transition"
"159",1845,"Industrial","Prydz.Bay",36,"Others_Others","demersal<30cm",1.15110998823777e-22,"transition"
"160",1845,"Industrial","Prydz.Bay",36,"Others_Support","demersal<30cm",6.20135511439889e-22,"transition"
"161",1845,"Industrial","Prydz.Bay",36,"Others_Unknown","demersal<30cm",7.16974555120579e-24,"transition"
"162",1845,"Industrial","Prydz.Bay",36,"Pots_and_Traps","demersal<30cm",1.90943728794242e-22,"transition"
"163",1845,"Industrial","Prydz.Bay",36,"Seine_Danish_and_Other","demersal<30cm",8.70831070961748e-23,"transition"
"164",1845,"Industrial","Prydz.Bay",36,"Seine_Purse_Seine","demersal<30cm",1.25144904214611e-22,"transition"
"165",1845,"Industrial","Prydz.Bay",36,"Trawl_Bottom","demersal<30cm",3.50640845997447e-23,"transition"
"166",1845,"Industrial","Prydz.Bay",36,"Trawl_Midwater_or_Unsp","demersal<30cm",1.28711866628982e-21,"transition"
"167",1845,"Industrial","Prydz.Bay",124,"Dredges","demersal<30cm",2.34493390851324e-21,"transition"
"168",1845,"Industrial","Prydz.Bay",124,"Gillnets","demersal<30cm",1.37195320894406e-22,"transition"
"169",1845,"Industrial","Prydz.Bay",124,"Lines_Handlines_and_poles","demersal<30cm",9.47907496416161e-21,"transition"
"170",1845,"Industrial","Prydz.Bay",124,"Lines_Longlines","demersal<30cm",4.90753080886383e-21,"transition"
"171",1845,"Industrial","Prydz.Bay",124,"Others_Support","demersal<30cm",4.04698679810785e-20,"transition"
"172",1845,"Industrial","Prydz.Bay",124,"Others_Unknown","demersal<30cm",2.54668403286039e-21,"transition"
"173",1845,"Industrial","Prydz.Bay",124,"Pots_and_Traps","demersal<30cm",6.59085662475431e-22,"transition"
"174",1845,"Industrial","Prydz.Bay",124,"Seine_Danish_and_Other","demersal<30cm",2.22976572679069e-22,"transition"
"175",1845,"Industrial","Prydz.Bay",124,"Seine_Purse_Seine","demersal<30cm",1.21926835637039e-22,"transition"
"176",1845,"Industrial","Prydz.Bay",124,"Trawl_Bottom","demersal<30cm",3.27947180873413e-22,"transition"
"177",1845,"Industrial","Prydz.Bay",124,"Trawl_Midwater_or_Unsp","demersal<30cm",1.79820612926159e-22,"transition"
"178",1845,"Industrial","Prydz.Bay",638,"Others_Others","demersal<30cm",4.45467286104354e-21,"transition"
"179",1845,"Industrial","Prydz.Bay",710,"Gillnets","demersal<30cm",2.74159077100228e-18,"transition"
"180",1845,"Industrial","Prydz.Bay",710,"Gillnets","rays<90cm",5.86592465895984e-20,"transition"
"181",1845,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","demersal<30cm",1.05483154182403e-16,"transition"
"182",1845,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","rays<90cm",1.54673738092554e-18,"transition"
"183",1845,"Industrial","Prydz.Bay",710,"Lines_Longlines","demersal<30cm",8.12104452994171e-18,"transition"
"184",1845,"Industrial","Prydz.Bay",710,"Lines_Longlines","rays<90cm",1.28491527148287e-19,"transition"
"185",1845,"Industrial","Prydz.Bay",710,"Pots_and_Traps","demersal<30cm",1.33364092728272e-17,"transition"
"186",1845,"Industrial","Prydz.Bay",710,"Pots_and_Traps","rays<90cm",1.96460037754836e-19,"transition"
"187",1845,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","demersal<30cm",1.66336197401567e-18,"transition"
"188",1845,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","rays<90cm",2.57328409874902e-20,"transition"
"189",1845,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","demersal<30cm",8.74042887195036e-17,"transition"
"190",1845,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","rays<90cm",1.26816939753236e-18,"transition"
"191",1846,"Industrial","Prydz.Bay",36,"Dredges","demersal<30cm",2.94435397050931e-23,"transition"
"192",1846,"Industrial","Prydz.Bay",36,"Gillnets","demersal<30cm",9.24744514699264e-23,"transition"
"193",1846,"Industrial","Prydz.Bay",36,"Lines_Handlines_and_poles","demersal<30cm",9.06832199609715e-22,"transition"
"194",1846,"Industrial","Prydz.Bay",36,"Lines_Longlines","demersal<30cm",2.80883961842725e-22,"transition"
"195",1846,"Industrial","Prydz.Bay",36,"Lines_Unspecified","demersal<30cm",3.44785395317736e-22,"transition"
"196",1846,"Industrial","Prydz.Bay",36,"Others_Multiple_Gears","demersal<30cm",5.31137363392207e-22,"transition"
"197",1846,"Industrial","Prydz.Bay",36,"Others_Others","demersal<30cm",1.15110998823777e-22,"transition"
"198",1846,"Industrial","Prydz.Bay",36,"Others_Support","demersal<30cm",6.20135511439889e-22,"transition"
"199",1846,"Industrial","Prydz.Bay",36,"Others_Unknown","demersal<30cm",7.16974555120579e-24,"transition"
"200",1846,"Industrial","Prydz.Bay",36,"Pots_and_Traps","demersal<30cm",1.90943728794242e-22,"transition"
"201",1846,"Industrial","Prydz.Bay",36,"Seine_Danish_and_Other","demersal<30cm",8.70831070961748e-23,"transition"
"202",1846,"Industrial","Prydz.Bay",36,"Seine_Purse_Seine","demersal<30cm",1.25144904214611e-22,"transition"
"203",1846,"Industrial","Prydz.Bay",36,"Trawl_Bottom","demersal<30cm",3.50640845997447e-23,"transition"
"204",1846,"Industrial","Prydz.Bay",36,"Trawl_Midwater_or_Unsp","demersal<30cm",1.28711866628982e-21,"transition"
"205",1846,"Industrial","Prydz.Bay",124,"Dredges","demersal<30cm",2.34493390851324e-21,"transition"
"206",1846,"Industrial","Prydz.Bay",124,"Gillnets","demersal<30cm",1.37195320894406e-22,"transition"
"207",1846,"Industrial","Prydz.Bay",124,"Lines_Handlines_and_poles","demersal<30cm",9.47907496416161e-21,"transition"
"208",1846,"Industrial","Prydz.Bay",124,"Lines_Longlines","demersal<30cm",4.90753080886383e-21,"transition"
"209",1846,"Industrial","Prydz.Bay",124,"Others_Support","demersal<30cm",4.04698679810785e-20,"transition"
"210",1846,"Industrial","Prydz.Bay",124,"Others_Unknown","demersal<30cm",2.54668403286039e-21,"transition"
"211",1846,"Industrial","Prydz.Bay",124,"Pots_and_Traps","demersal<30cm",6.59085662475431e-22,"transition"
"212",1846,"Industrial","Prydz.Bay",124,"Seine_Danish_and_Other","demersal<30cm",2.22976572679069e-22,"transition"
"213",1846,"Industrial","Prydz.Bay",124,"Seine_Purse_Seine","demersal<30cm",1.21926835637039e-22,"transition"
"214",1846,"Industrial","Prydz.Bay",124,"Trawl_Bottom","demersal<30cm",3.27947180873413e-22,"transition"
"215",1846,"Industrial","Prydz.Bay",124,"Trawl_Midwater_or_Unsp","demersal<30cm",1.79820612926159e-22,"transition"
"216",1846,"Industrial","Prydz.Bay",638,"Others_Others","demersal<30cm",4.45467286104354e-21,"transition"
"217",1846,"Industrial","Prydz.Bay",710,"Gillnets","demersal<30cm",2.74159077100228e-18,"transition"
"218",1846,"Industrial","Prydz.Bay",710,"Gillnets","rays<90cm",5.86592465895984e-20,"transition"
"219",1846,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","demersal<30cm",1.05483154182403e-16,"transition"
"220",1846,"Industrial","Prydz.Bay",710,"Lines_Handlines_and_poles","rays<90cm",1.54673738092554e-18,"transition"
"221",1846,"Industrial","Prydz.Bay",710,"Lines_Longlines","demersal<30cm",8.12104452994171e-18,"transition"
"222",1846,"Industrial","Prydz.Bay",710,"Lines_Longlines","rays<90cm",1.28491527148287e-19,"transition"
"223",1846,"Industrial","Prydz.Bay",710,"Pots_and_Traps","demersal<30cm",1.33364092728272e-17,"transition"
"224",1846,"Industrial","Prydz.Bay",710,"Pots_and_Traps","rays<90cm",1.96460037754836e-19,"transition"
"225",1846,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","demersal<30cm",1.66336197401567e-18,"transition"
"226",1846,"Industrial","Prydz.Bay",710,"Seine_Purse_Seine","rays<90cm",2.57328409874902e-20,"transition"
"227",1846,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","demersal<30cm",8.74042887195036e-17,"transition"
"228",1846,"Industrial","Prydz.Bay",710,"Trawl_Midwater_or_Unsp","rays<90cm",1.26816939753236e-18,"transition"
"229",1847,"Industrial","Prydz.Bay",36,"Dredges","demersal<30cm",2.94435397050931e-23,"transition"
"230",1847,"Industrial","Prydz.Bay",36,"Gillnets","demersal<30cm",9.24744514699264e-23,"transition"
"231",1847,"Industrial","Prydz.Bay",36,"Lines_Handlines_and_poles","demersal<30cm",9.06832199609715e-22,"transition"
"232",1847,"Industrial","Prydz.Bay",36,"Lines_Longlines","demersal<30cm",2.80883961842725e-22,"transition"
"233",1847,"Industrial","Prydz.Bay",36,"Lines_Unspecified","demersal<30cm",3.44785395317736e-22,"transition"
"234",1847,"Industrial","Prydz.Bay",36,"Others_Multiple_Gears","demersal<30cm",5.31137363392207e-22,"transition"
"235",1847,"Industrial","Prydz.Bay",36,"Others_Others","demersal<30cm",1.15110998823777e-22,"transition"
"236",1847,"Industrial","Prydz.Bay",36,"Others_Support","demersal<30cm",6.20135511439889e-22,"transition"
"237",1847,"Industrial","Prydz.Bay",36,"Others_Unknown","demersal<30cm",7.16974555120579e-24,"transition"
"238",1847,"Industrial","Prydz.Bay",36,"Pots_and_Traps","demersal<30cm",1.90943728794242e-22,"transition"
"239",1847,"Industrial","Prydz.Bay",36,"Seine_Danish_and_Other","demersal<30cm",8.70831070961748e-23,"transition"
