"sim_index","valid_sim_index","rmse","cor_raw","cor_log","rank","pass_corr","rank_within_top10pct"
108,108,1.72815034340585,0.980078806660634,0.911751395450268,148,TRUE,148
1763,1763,1.72839579418731,0.565747116342945,0.913986862388012,149,TRUE,149
29,29,1.72858550890437,0.845152503906045,0.912663543254151,150,TRUE,150
653,653,1.72885533862624,0.942746455965004,0.911508331945046,151,TRUE,151
2045,2045,1.72900137157198,0.685995305581837,0.923225092698905,152,TRUE,152
337,337,1.7291937083184,0.972935087132223,0.911552652354275,153,TRUE,153
1592,1592,1.73022623438446,0.055237901606652,0.917462870317442,154,TRUE,154
671,671,1.73040319821339,0.197748752517453,0.912482921197387,155,TRUE,155
1096,1096,1.73073184499417,0.464176528204416,0.912411492997716,156,TRUE,156
1326,1326,1.73092982289794,0.0974247117234257,0.911491129978897,157,TRUE,157
1838,1838,1.731189286042,0.329837655630998,0.913506204169266,158,TRUE,158
1648,1648,1.7319131818922,0.431387391167173,0.912222135436878,159,TRUE,159
405,405,1.73203557805615,0.288876877716152,0.912550457917466,160,TRUE,160
1433,1433,1.73203628183727,0.0538731963725665,0.912014154773155,161,TRUE,161
140,140,1.73291720094843,0.074794678878727,0.91902285569643,162,TRUE,162
282,282,1.73349172799753,0.684701023048121,0.918135911141672,163,TRUE,163
1788,1788,1.73434986050133,0.4339416816057,0.915498969607644,164,TRUE,164
614,614,1.7345353701582,0.674160092093566,0.910862538412894,165,TRUE,165
85,85,1.73484499256276,0.126755916499926,0.913929680760024,166,TRUE,166
135,135,1.73499730669941,0.242410470794535,0.911812564371439,167,TRUE,167
863,863,1.73506259140584,0.787618733981698,0.911885095444384,168,TRUE,168
1348,1348,1.73511706549662,0.976077498949746,0.912752961482703,169,TRUE,169
742,742,1.73538928814675,0.570685388225425,0.911799638699309,170,TRUE,170
895,895,1.73548803930559,0.825543230130839,0.911715777741797,171,TRUE,171
1869,1869,1.73552656844841,0.674732722381429,0.916833369063188,172,TRUE,172
213,213,1.73605292506691,0.506305346984074,0.911490455615507,173,TRUE,173
660,660,1.73619881385245,0.24454515872101,0.911172152492064,174,TRUE,174
843,843,1.7363778194331,0.0383515303413798,0.911830244645954,175,TRUE,175
960,960,1.73667460986751,0.908509204995399,0.912459156603427,176,TRUE,176
1775,1775,1.73686495507248,0.398886666711061,0.913358820438616,177,TRUE,177
1818,1818,1.73704495583159,0.341283673764938,0.913005261120909,178,TRUE,178
764,764,1.73752555930478,0.972013579205745,0.910642699054803,179,TRUE,179
590,590,1.73773435133844,0.964534648194062,0.91046049386466,180,TRUE,180
77,77,1.7380754159763,0.0747878326630662,0.911506125816391,181,TRUE,181
476,476,1.73813015887267,0.401458714483573,0.911058712678087,182,TRUE,182
1650,1650,1.73846723440159,0.284714554570326,0.911542612412338,183,TRUE,183
1098,1098,1.73913914704875,0.277259444731857,0.911490277924542,184,TRUE,184
1026,1026,1.73922787996209,0.0999782206733031,0.910572418230549,185,TRUE,185
1564,1564,1.73970742110896,0.197820055657378,0.911441580456865,186,TRUE,186
1010,1010,1.74038917002169,0.910151128829707,0.913396252032346,187,TRUE,187
725,725,1.74110301620507,0.893888129310388,0.91065789580413,188,TRUE,188
281,281,1.74221513173195,0.963521618462304,0.910069247956949,189,TRUE,189
34,34,1.74223468829379,0.976895772044046,0.910391556302315,190,TRUE,190
580,580,1.74285077904157,0.0943692437488758,0.911051769381756,191,TRUE,191
505,505,1.74291997074005,0.981440302667243,0.910466271268903,192,TRUE,192
564,564,1.7430619853306,0.816307995152408,0.910198668399854,193,TRUE,193
430,430,1.74309115025504,0.555747443809473,0.910158677683222,194,TRUE,194
24,24,1.74312834592216,0.653582704488302,0.912378731748268,195,TRUE,195
703,703,1.74324962820176,0.0480804199651364,0.911654517471074,196,TRUE,196
379,379,1.74356717541465,0.0502524189183054,0.910257580871042,197,TRUE,197
477,477,1.74366975308232,0.935927601517385,0.909947698386429,198,TRUE,198
592,592,1.74374855388775,0.230594064531782,0.915603459286184,199,TRUE,199
339,339,1.74382833283154,0.975194891196735,0.910069151828364,200,TRUE,200
518,518,1.74383204445615,0.0486376082161476,0.913836494959693,201,TRUE,201
271,271,1.74624103547814,0.810449900612888,0.909867468816048,202,TRUE,202
563,563,1.74626634980526,0.689656377091279,0.909941261827458,203,TRUE,203
88,88,1.74637384962899,0.0355553917424592,0.91742075007243,204,TRUE,204
1018,1018,1.74662814746105,0.963832121777494,0.909499932917844,205,TRUE,205
204,204,1.74680749987837,0.163624961809069,0.909711415897314,206,TRUE,206
1364,1364,1.74709283129666,0.786332515457002,0.910558240580011,207,TRUE,207
753,753,1.74718729923944,0.287578780845985,0.909673133203674,208,TRUE,208
66,66,1.7478017273219,0.0396581867015472,0.911224062297746,209,TRUE,209
278,278,1.74803702843298,0.887013651586754,0.910650396749186,210,TRUE,210
891,891,1.74808439241884,0.256240425350564,0.91020214296244,211,TRUE,211
689,689,1.74833560580866,0.706356038142228,0.913979636569287,212,TRUE,212
